Ilce;Mahalle;MAH_CD_SK_SAYISI;ILCE_CDSK_SAYI;YAPI;EK_BINA;GECICI;INSAAT;ISYERI_SAYISI;KAMU_ISYERI;KONUT;NUFUS;OZEL_ISYERI;YAZLIK_MEVSIMLIK
SARAYONU;BAHCESARAY;26;1455;256;0;0;29;3;5;293;525;18;2
SARAYONU;BASHUYUK;95;1455;452;0;0;74;36;12;568;616;92;0
SARAYONU;BATI ISTASYON;41;1455;669;0;0;23;160;15;875;1711;178;0
SARAYONU;BOYALI;35;1455;285;0;0;6;9;7;293;299;11;0
SARAYONU;BUYUKZENGI;16;1455;42;0;0;17;2;4;56;98;7;0
SARAYONU;CESMELISEBIL;117;1455;659;0;0;14;89;13;715;934;132;1
SARAYONU;DEGIRMENLI;13;1455;47;0;0;0;;2;48;73;5;0
SARAYONU;DOGU ISTASYON;23;1455;248;0;0;16;182;13;462;817;192;0
SARAYONU;ERTUGRUL;18;1455;114;0;0;1;7;4;133;186;11;1
SARAYONU;FATIH;58;1455;535;0;0;5;57;18;596;1261;80;0
SARAYONU;GOZLU;112;1455;537;0;0;50;14;35;621;1240;76;0
SARAYONU;HATIP;50;1455;328;0;0;13;8;10;347;856;9;0
SARAYONU;INLI;13;1455;125;0;0;18;5;1;151;329;9;0
SARAYONU;KADIOGLU;96;1455;581;0;0;6;17;7;640;833;53;0
SARAYONU;KARABIYIK;47;1455;261;0;0;4;3;2;270;299;16;2
SARAYONU;KARATEPE;45;1455;334;0;0;17;13;4;370;314;41;0
SARAYONU;KAYIOREN;16;1455;112;0;0;1;;2;115;127;4;0
SARAYONU;KONAR;24;1455;90;0;0;11;2;4;102;123;15;0
SARAYONU;KURSUNLU;71;1455;423;0;0;26;31;16;589;1043;97;3
SARAYONU;KUYULUSEBIL;46;1455;232;0;0;9;6;6;257;352;24;0
SARAYONU;LADIK;352;1455;2755;0;0;278;520;59;4465;10159;691;2
SARAYONU;OZKENT;47;1455;317;0;0;13;10;10;368;723;83;0
SARAYONU;SARAC;67;1455;453;0;0;56;45;18;1922;3656;71;0
SARAYONU;SELIMIYE;16;1455;99;0;0;32;3;1;137;188;8;0
SARAYONU;YENICEKAYA;36;1455;222;0;0;20;9;6;239;559;25;0
SARAYONU;YUKARI;77;1455;412;0;0;96;241;18;584;957;281;0
SELCUKLU;AKADEMI;36;5128;118;0;1;289;212;97;1212;293;41;13
SELCUKLU;AKINCILAR;78;5128;838;0;0;2;371;19;3357;10704;406;0
SELCUKLU;AKPINAR;26;5128;363;0;0;8;5;7;377;330;15;49
SELCUKLU;AKSEMSETTIN;144;5128;1467;0;0;77;552;17;7274;24201;535;3
SELCUKLU;ARDICLI;57;5128;126;0;0;17;12;3;146;95;21;47
SELCUKLU;ASAGIPINARBASI;66;5128;296;0;2;68;56;15;353;690;80;106
SELCUKLU;AYDINLIKEVLER;68;5128;1324;0;1;11;260;13;4470;13144;295;1
SELCUKLU;BAGRIKURT;25;5128;150;0;0;9;23;9;174;252;38;32
SELCUKLU;BASARAKAVAK;55;5128;665;0;0;38;50;10;731;1192;75;128
SELCUKLU;BEDIR;57;5128;570;0;1;7;603;13;4435;13388;453;0
SELCUKLU;BEYHEKIM;80;5128;765;0;1;237;489;60;10078;24471;421;21
SELCUKLU;BICER;16;5128;73;0;0;4;3;4;75;93;13;6
SELCUKLU;BILECIK;35;5128;366;0;0;16;6;7;312;373;5;30
SELCUKLU;BINKONUTLAR;80;5128;654;0;0;0;122;22;6259;17867;97;0
SELCUKLU;BOSNA HERSEK;124;5128;1255;0;1;120;858;50;15559;38293;764;0
SELCUKLU;BUHARA;160;5128;2057;0;1;319;548;15;6344;19993;590;21
SELCUKLU;BUYUKKAYACIK;129;5128;221;1;1;358;1091;44;254;599;977;17
SELCUKLU;CUMHURIYET;48;5128;555;0;0;2;51;11;3129;9623;48;0
SELCUKLU;CALDERE;36;5128;202;0;0;5;15;4;201;318;38;17
SELCUKLU;CALTI;56;5128;252;0;0;31;10;5;268;377;23;51
SELCUKLU;CANDIR;15;5128;32;0;0;4;8;2;38;57;12;13
SELCUKLU;DAGDERE;33;5128;254;0;0;20;12;7;267;426;20;80
SELCUKLU;DOKUZ;19;5128;59;0;1;7;16;12;67;119;15;12
SELCUKLU;DUMLUPINAR;80;5128;763;0;0;26;215;29;4353;13478;184;0
SELCUKLU;EGRIBAYAT;55;5128;250;0;2;43;26;8;257;367;88;89
SELCUKLU;ERENKOY;227;5128;2603;0;2;159;139;21;4772;13209;129;182
SELCUKLU;ESENLER;117;5128;2124;0;0;16;355;17;4256;13780;314;1
SELCUKLU;FATIH;116;5128;330;1;0;18;4015;26;3451;10257;3675;0
SELCUKLU;FERHUNIYE;38;5128;251;0;3;13;1102;54;1786;4789;537;0
SELCUKLU;FERITPASA;51;5128;365;0;5;5;1735;25;5350;14767;988;1
SELCUKLU;GUVENC;43;5128;190;0;0;42;13;5;172;348;39;32
SELCUKLU;HACIKAYMAK;36;5128;258;1;1;21;455;11;3876;10907;422;0
SELCUKLU;HANAYBASI;133;5128;1852;2;0;105;269;43;5607;17606;296;15
SELCUKLU;HOCACIHAN;127;5128;1566;0;1;227;382;21;5568;15700;369;9
SELCUKLU;HOROZLUHAN;275;5128;78;17;5;191;8216;77;319;738;8250;2
SELCUKLU;HUSAMETTIN CELEBI;106;5128;1243;0;0;34;433;24;5752;17882;311;0
SELCUKLU;ISIKLAR;64;5128;750;0;0;9;738;19;6258;19218;531;1
SELCUKLU;IHSANIYE;60;5128;595;1;3;22;1566;38;4170;10792;700;0
SELCUKLU;KALEKOY;20;5128;111;0;0;3;12;2;108;235;13;20
SELCUKLU;KARAOMERLER;28;5128;101;0;0;25;36;5;96;296;40;18
SELCUKLU;KERVAN;16;5128;65;0;0;3;6;1;63;98;22;3
SELCUKLU;KILINCARSLAN;70;5128;474;0;0;82;659;21;7696;21877;571;0
SELCUKLU;KINIK;12;5128;49;0;0;1;1;3;51;85;3;2
SELCUKLU;KIZILCAKUYU;20;5128;83;1;0;1;1;4;88;185;15;21
SELCUKLU;KOSOVA;132;5128;1002;0;0;290;700;32;11911;29930;507;2
SELCUKLU;KUCUKMUHSINE;29;5128;227;0;0;1;28;5;239;211;10;40
SELCUKLU;MALAZGIRT;71;5128;531;2;0;6;207;18;4791;14652;116;0
SELCUKLU;MEHMET AKIF;169;5128;1717;0;0;35;557;24;9350;29393;362;5
SELCUKLU;MEYDANKOY;34;5128;215;0;0;10;34;8;218;213;41;21
SELCUKLU;MUSALLA BAGLARI;113;5128;169;0;5;35;3931;19;2286;6136;3021;1
SELCUKLU;NISANTAS;45;5128;323;1;2;4;3702;21;4630;12394;1377;0
SELCUKLU;PARSANA;121;5128;831;0;5;228;410;24;7114;19582;386;32
SELCUKLU;SAKARYA;100;5128;1095;1;1;13;299;19;4709;14791;156;2
SELCUKLU;SALAHATTIN;18;5128;103;0;0;2;2;2;108;227;4;7
SELCUKLU;SANCAK;123;5128;1042;0;1;248;763;32;11564;36822;471;3
SELCUKLU;SARAYKOY;41;5128;341;0;3;6;13;5;436;615;23;145
SELCUKLU;SARICALAR;11;5128;65;0;0;11;19;3;24;136;21;10
SELCUKLU;SELAHADDINI EYYUBI;222;5128;1326;0;22;405;424;17;7825;18902;412;185
SELCUKLU;SELCUK;51;5128;281;0;1;71;343;7;3866;9288;260;1
SELCUKLU;SIZMA;103;5128;918;0;0;145;30;17;1052;2297;44;230
SELCUKLU;SILLE;50;5128;558;0;3;22;70;46;614;1298;67;63
SELCUKLU;SILLE AK;154;5128;1197;0;17;310;97;10;2707;6011;93;172
SELCUKLU;SULUTAS;44;5128;421;0;1;13;6;6;525;306;9;217
SELCUKLU;SEKER;81;5128;664;0;0;77;496;17;6181;17498;501;2
SELCUKLU;SEYH SAMIL;64;5128;323;0;3;3;462;17;5405;17559;272;0
SELCUKLU;TATKOY;70;5128;666;0;5;16;34;6;769;1477;31;171
SELCUKLU;TEPEKENT;78;5128;1150;0;0;40;94;18;1239;4239;121;55
SELCUKLU;TOMEK;40;5128;120;0;1;6;49;3;125;155;56;35
SELCUKLU;ULUMUHSINE;11;5128;70;0;0;2;3;2;79;77;11;15
SELCUKLU;YAZIBELEN;50;5128;209;0;0;47;14;9;236;320;88;42
SELCUKLU;YAZIR;171;5128;1414;0;6;337;1867;88;21766;63419;1221;14
SELCUKLU;YUKARIPINARBASI;66;5128;312;0;4;30;17;4;356;699;27;69
SEYDISEHIR;AKCALAR;66;2042;420;0;0;26;18;14;527;572;47;42
SEYDISEHIR;AKTAS;62;2042;277;0;0;13;11;4;409;561;20;28
SEYDISEHIR;ALAYLAR BIR;53;2042;584;0;0;18;134;41;2689;6576;207;3
SEYDISEHIR;ALAYLAR IKI;61;2042;346;0;0;82;380;18;2282;5020;556;1
SEYDISEHIR;ANABAGLAR;34;2042;234;0;0;5;159;13;325;276;189;51
SEYDISEHIR;ASAGIKARAOREN;26;2042;143;0;0;2;3;3;187;294;19;21
SEYDISEHIR;BAHCELIEVLER;44;2042;260;0;0;58;12;5;331;544;14;7
SEYDISEHIR;BASKARAOREN;30;2042;95;0;0;14;2;2;131;247;22;0
SEYDISEHIR;BOSTANDERE;50;2042;532;0;0;4;27;13;621;966;52;40
SEYDISEHIR;BOYALI;36;2042;278;0;0;0;6;6;319;437;20;6
SEYDISEHIR;BUKCE;5;2042;22;0;0;0;;2;24;18;0;0
SEYDISEHIR;CAT;9;2042;19;0;0;1;;2;23;44;1;3
SEYDISEHIR;CATMAKAYA;39;2042;265;0;0;3;10;13;411;399;14;154
SEYDISEHIR;CAVUS;46;2042;317;0;0;5;2;12;365;647;17;19
SEYDISEHIR;DEGIRMENCI;57;2042;442;0;0;36;19;3;619;1135;44;17
SEYDISEHIR;DIKILITAS;30;2042;173;0;0;1;6;6;227;588;18;43
SEYDISEHIR;GEVREKLI;88;2042;674;0;0;38;78;17;877;1442;132;39
SEYDISEHIR;GOKCEHUYUK;47;2042;212;0;0;6;9;12;297;315;24;59
SEYDISEHIR;GOKHUYUK;21;2042;233;0;0;13;3;8;288;519;7;2
SEYDISEHIR;GOLYUZU;14;2042;111;0;0;8;5;7;131;261;5;4
SEYDISEHIR;HACISEYITALI;51;2042;561;0;0;17;795;20;3361;7121;1050;2
SEYDISEHIR;IRMAKLI;15;2042;77;0;0;0;;3;86;103;1;3
SEYDISEHIR;INCESU;34;2042;246;0;0;2;5;7;303;553;22;24
SEYDISEHIR;KARABULAK;22;2042;93;0;0;4;6;8;134;130;18;15
SEYDISEHIR;KARACAOREN;17;2042;177;0;0;23;11;9;183;208;15;3
SEYDISEHIR;KARAKAVAK;87;2042;581;0;0;18;21;14;867;1768;28;22
SEYDISEHIR;KAVAK;37;2042;197;0;0;34;13;5;250;454;18;8
SEYDISEHIR;KESECIK;45;2042;645;0;0;13;49;20;732;1105;73;32
SEYDISEHIR;KETENLI;52;2042;419;0;0;5;28;24;503;1555;59;49
SEYDISEHIR;KIZILCA;30;2042;173;0;0;3;2;5;186;233;13;1
SEYDISEHIR;KIZILCALAR;61;2042;715;0;0;38;87;21;3794;9392;116;1
SEYDISEHIR;KOZLU;24;2042;175;0;0;2;5;5;201;230;14;23
SEYDISEHIR;KUMLUCA;21;2042;201;0;0;1;4;4;209;540;9;4
SEYDISEHIR;KURAN;26;2042;149;0;0;2;3;7;171;455;12;6
SEYDISEHIR;MADENLI;23;2042;132;0;0;2;22;9;195;130;36;50
SEYDISEHIR;MESUDIYE;12;2042;82;0;0;1;3;5;85;324;4;1
SEYDISEHIR;MURADIYE;15;2042;69;0;0;0;;4;83;159;5;6
SEYDISEHIR;OGLAKCI;10;2042;42;0;0;0;;2;43;104;2;1
SEYDISEHIR;ORTAKARAOREN;148;2042;1295;0;0;21;214;26;1690;2712;261;9
SEYDISEHIR;PINARBASI;80;2042;579;0;0;16;28;11;2116;3168;37;61
SEYDISEHIR;SAADETLER;67;2042;387;0;0;11;14;20;459;891;19;9
SEYDISEHIR;SARAYCIK;12;2042;74;0;0;2;2;3;81;102;4;1
SEYDISEHIR;SEYITHARUN;35;2042;298;0;0;3;48;4;593;1134;61;1
SEYDISEHIR;SOFUHANE;24;2042;188;0;0;6;111;2;595;1160;182;0
SEYDISEHIR;STAT;74;2042;530;0;0;10;155;21;752;1032;172;14
SEYDISEHIR;SUSUZ;16;2042;160;0;0;1;10;4;176;295;13;11
SEYDISEHIR;TARASCI;78;2042;874;0;0;31;59;19;1078;2122;76;40
SEYDISEHIR;TASAGIL;28;2042;190;0;0;54;13;3;282;269;16;31
SEYDISEHIR;TEPECIK;21;2042;238;0;0;3;7;6;253;296;31;7
SEYDISEHIR;TOL;26;2042;129;0;0;4;1;5;174;313;10;29
SEYDISEHIR;UFACIK;7;2042;27;0;0;1;;2;32;44;3;4
SEYDISEHIR;ULUKAPI;105;2042;1024;0;0;65;287;18;2415;4306;383;61
SEYDISEHIR;YAYLACIK;27;2042;162;0;0;3;3;8;188;460;10;21
SEYDISEHIR;YENICAMI;88;2042;806;0;0;26;34;5;1633;2767;45;40
SEYDISEHIR;YENICE;21;2042;112;0;0;7;1;4;126;98;4;1
TASKENT;AFSAR TEPECIK;47;337;420;0;0;2;36;8;453;583;61;6
TASKENT;AFSAR YUKARI;43;337;313;0;0;11;14;13;351;445;44;5
TASKENT;BALCILAR ORTA;43;337;460;0;0;6;20;17;489;576;32;13
TASKENT;BALCILAR VELILER;17;337;396;0;0;0;22;18;403;633;41;0
TASKENT;BALCILAR YUKARI;36;337;414;0;0;2;12;12;426;622;26;3
TASKENT;BEKTAS;35;337;302;0;0;37;23;11;326;438;35;0
TASKENT;BOLAY;32;337;374;0;0;2;9;15;375;409;15;0
TASKENT;CETMI COMESPINAR;26;337;370;0;0;10;20;15;394;484;23;0
TASKENT;CETMI YENI;37;337;456;0;0;30;20;15;504;510;27;6
TASKENT;HIRA;13;337;162;0;0;13;31;13;303;488;42;0
TASKENT;ILICAPINAR;24;337;271;0;0;3;8;15;276;239;13;4
TASKENT;KECIMEN;13;337;108;0;0;0;;1;107;52;1;0
TASKENT;KONGUL;10;337;150;0;0;0;;4;150;122;2;0
TASKENT;SAZAK;8;337;46;0;0;0;;2;46;46;2;0
TASKENT;SIHLAR;14;337;129;0;0;6;35;28;206;319;49;2
TUZLUKCU;ASAGI;87;509;527;0;0;40;53;8;584;966;65;0
TUZLUKCU;COGURLU;36;509;73;0;0;1;1;4;72;94;2;0
TUZLUKCU;ERDOGDU;38;509;265;0;0;0;17;11;280;244;25;0
TUZLUKCU;GURSU;24;509;66;0;0;0;4;6;66;166;4;0
TUZLUKCU;KONARI;30;509;255;0;0;1;4;8;256;594;6;0
TUZLUKCU;KORASI;32;509;371;0;0;1;9;5;373;784;13;0
TUZLUKCU;KOKLUCE;36;509;181;0;0;0;4;5;183;244;9;0
TUZLUKCU;KUNDULLU;41;509;278;0;0;5;7;9;280;346;7;0
TUZLUKCU;MEVLUTLU;32;509;209;0;0;6;15;8;215;224;15;0
TUZLUKCU;ORTA;52;509;330;0;0;8;25;22;375;686;25;0
TUZLUKCU;PAZAR;59;509;441;0;0;8;96;14;484;795;123;0
TUZLUKCU;PAZARKAYA;30;509;136;0;0;8;6;6;140;141;17;0
TUZLUKCU;SUBATAN;33;509;61;0;0;0;;3;63;101;4;0
TUZLUKCU;TURSUNLU;20;509;101;0;0;2;5;3;101;136;5;0
TUZLUKCU;YUKARI;62;509;462;0;0;29;8;15;473;990;11;0
YALIHUYUK;ARASOGUT;12;81;70;0;0;1;2;3;76;120;0;1
YALIHUYUK;ASAGI;39;81;448;0;0;16;36;18;552;761;49;0
YALIHUYUK;SARAYKOY;7;81;29;0;0;0;;3;33;54;0;4
YALIHUYUK;YUKARI;39;81;393;0;0;2;38;23;462;651;48;1
YUNAK;ALTINOZ;19;1276;93;0;0;7;1;2;100;213;47;0
YUNAK;AYRITEPE;18;1276;67;0;0;1;3;3;67;88;2;0
YUNAK;BESISIKLI;22;1276;86;0;0;3;2;4;89;76;2;3
YUNAK;BOGRUDELIK;25;1276;161;0;0;0;16;8;161;368;22;0
YUNAK;CEBRAIL;17;1276;116;0;0;0;2;5;118;92;3;0
YUNAK;CAYIRBASI;37;1276;278;0;0;13;5;12;283;335;4;0
YUNAK;EGRIKUYU;17;1276;40;0;0;1;2;3;40;101;3;0
YUNAK;ESENTEPE;11;1276;109;0;0;6;5;7;117;206;6;0
YUNAK;ESME;47;1276;537;0;2;17;34;8;770;1829;50;0
YUNAK;FATIH;90;1276;524;0;2;77;226;39;845;1733;263;0
YUNAK;HACIFAKILI;29;1276;178;0;0;3;2;4;179;207;6;0
YUNAK;HACIOMEROGLU;26;1276;329;0;0;14;7;4;335;390;9;0
YUNAK;HARUNLAR;38;1276;201;0;0;4;7;6;205;368;11;0
YUNAK;HATIRLI;34;1276;204;0;0;5;4;6;212;205;5;0
YUNAK;HURSUNLU;42;1276;305;0;0;4;14;9;306;717;15;0
YUNAK;IMAMOGLU;20;1276;86;0;1;2;3;3;88;187;6;0
YUNAK;KARATAS;94;1276;646;0;0;31;77;14;751;1439;87;0
YUNAK;KARAYAYLA;25;1276;93;0;0;3;2;4;94;192;4;0
YUNAK;KARGALI;15;1276;44;0;0;0;;2;45;57;0;0
YUNAK;KILLAR;38;1276;218;0;0;6;8;11;222;450;3;0
YUNAK;KOCYAZI;43;1276;586;0;0;5;24;13;593;1079;34;0
YUNAK;KURTUSAGI;41;1276;279;0;0;9;11;8;281;331;12;0
YUNAK;KUYUBASI;33;1276;257;0;0;10;1;4;266;314;7;0
YUNAK;KUZOREN;48;1276;680;0;0;8;19;11;689;1855;33;0
YUNAK;MESELIK;17;1276;119;0;0;2;4;3;119;133;7;0
YUNAK;ODABASI;44;1276;197;0;0;6;2;6;203;423;21;0
YUNAK;ORTAKISLA;23;1276;134;0;0;3;5;5;135;138;33;0
YUNAK;OZYAYLA;29;1276;132;0;0;1;3;5;132;150;3;0
YUNAK;PIRIBEYLI;91;1276;947;0;0;26;95;28;1250;1013;133;0
YUNAK;SARAY;56;1276;597;0;1;47;57;21;631;1373;95;0
YUNAK;SELCUK;30;1276;591;0;0;23;7;13;775;1734;19;0
YUNAK;SERTLER;14;1276;53;0;0;1;;3;53;135;7;0
YUNAK;SEVINC;30;1276;149;0;0;2;1;6;150;143;2;0
YUNAK;SIRAM;26;1276;165;0;0;0;3;3;167;113;3;0
YUNAK;SINANLI;31;1276;179;0;0;1;5;7;180;197;6;1
YUNAK;SULUKLU;41;1276;420;0;0;23;66;17;463;802;69;0
YUNAK;TURGUT;44;1276;338;0;1;11;20;17;350;676;18;0
YUNAK;YAVASLI;27;1276;122;0;0;7;3;6;123;257;7;0
YUNAK;YENI;81;1276;750;0;0;22;512;67;988;1934;491;0
YUNAK;YESILOBA;16;1276;66;0;0;1;7;4;66;96;14;0
YUNAK;YESILYAYLA;13;1276;91;0;0;0;1;4;92;106;1;0
YUNAK;YIGAR;37;1276;232;0;0;1;1;7;231;217;12;0
